n1,n2,exact_change,approx_change
7,8,126,146
5,10,29,82
3,6,15,29
7,9,65,172
5,7,37,78
3,10,5,15
7,10,68,120
5,7,34,44
3,7,27,27
7,9,65,134
5,7,44,86
3,5,19,55
7,10,70,156
5,9,13,65
3,9,21,31
7,9,75,135
5,9,24,54
3,7,24,29
7,10,102,176
5,9,33,86
3,4,10,24
7,8,61,131
5,6,69,113
3,8,0,5
7,10,51,129
5,6,38,69
3,6,40,55
7,8,128,189
5,8,19,67
3,10,13,21
7,10,76,134
5,8,64,91
3,8,8,19
7,8,89,132
5,8,31,66
3,5,2,18
7,9,71,156
5,10,28,78
3,9,13,29
7,8,88,150
5,10,51,83
3,7,12,29
7,9,108,174
5,7,30,48
3,4,11,27
7,8,56,94
5,7,41,68
3,8,5,5
7,9,59,127
5,7,69,102
3,6,31,31
7,10,93,170
5,9,44,75
3,10,2,25
7,9,85,155
5,9,14,71
3,8,6,14
6,7,92,147
4,6,11,31
8,10,161,266
6,10,63,117
4,7,51,81
8,9,158,232
6,8,37,93
4,8,8,27
8,9,144,222
6,7,36,70
4,10,2,9
8,10,129,233
6,9,45,81
4,5,27,39
8,10,105,182
6,8,67,138
4,6,39,46
8,9,153,233
6,7,59,94
4,8,7,37
8,10,155,266
6,9,42,79
4,9,37,55
8,10,85,167
6,8,69,112
4,5,3,12
8,9,142,237
6,10,46,80
4,6,33,67
8,10,78,172
6,9,53,99
4,7,9,42
8,10,110,163
6,8,49,85
4,9,11,46
8,9,193,270
6,10,20,71
4,10,7,26
8,9,119,207
6,9,68,121
4,6,16,38
8,10,83,155
6,8,66,115
4,7,1,13
8,9,144,209
6,10,39,120
4,8,32,59
8,9,131,198
6,9,44,104
4,10,5,36
8,10,121,250
6,7,37,90
4,5,10,30
8,10,156,252
6,10,46,119
4,6,28,28
8,9,128,222
6,9,59,100
4,8,26,45
8,10,153,202
6,7,67,93
4,9,7,48
8,10,157,219
6,10,49,84
4,5,15,23
8,9,112,197
6,8,85,137
4,6,50,75
8,10,153,243
6,7,69,114
4,7,9,38
8,10,61,152
6,10,61,116
4,9,17,40
8,9,163,259
6,8,38,52
4,10,14,44
8,9,125,221
6,7,70,119
4,6,10,23
8,10,94,208
6,9,48,84
4,7,6,16
8,9,176,238
6,8,53,108
4,8,22,43
8,9,121,207
6,7,75,124
4,10,20,53
8,10,91,143
6,9,26,91
4,5,40,51
8,10,131,230
6,8,37,63
4,7,13,35
8,9,187,251
6,7,58,120
4,8,7,32
8,10,81,159
6,9,27,82
4,9,12,21
8,10,151,234
6,8,75,118
4,5,7,15
8,9,173,252
6,10,47,89
4,6,54,75
8,9,124,208
6,9,57,110
4,7,12,13
8,10,74,125
6,8,80,146
4,9,9,14
8,9,84,189
6,10,34,79
4,10,12,56
8,9,137,207
6,9,33,95
4,6,6,21
8,10,176,290
6,7,85,155
4,7,24,48
8,9,138,207
6,10,47,97
4,8,24,51
8,9,176,251
6,9,62,103
4,10,3,26
7,8,99,169
5,7,63,86
3,10,2,6
7,10,77,161
5,7,23,56
3,8,3,17
7,8,64,128
5,7,31,64
3,5,5,8
7,9,108,163
5,9,20,47
3,9,3,19
7,8,91,148
5,9,60,97
3,7,0,18
7,9,85,179
5,6,57,93
3,4,1,5
7,8,88,147
5,6,51,84
3,8,9,33
7,9,120,206
5,6,89,101
3,6,1,8
7,10,92,154
5,8,39,70
3,10,0,14
7,9,53,111
5,8,34,63
3,8,1,10
7,10,53,111
5,10,42,94
3,5,21,42
7,8,100,157
5,10,12,43
3,9,1,25
7,10,55,120
5,10,24,69
3,7,1,14
7,8,122,169
5,7,102,146
3,4,30,44
7,10,72,176
5,7,43,94
3,9,10,20
7,8,47,77
5,7,47,85
3,6,7,24
7,9,56,98
5,9,17,63
3,10,1,19
7,8,121,180
5,9,35,66
3,8,4,20
7,9,139,217
5,6,57,77
3,5,20,44
7,8,109,159
5,6,36,59
3,9,10,42
7,9,66,112
5,6,32,82
3,7,7,21
7,10,28,107
5,8,23,76
3,4,6,19
7,9,55,123
5,8,11,60
3,9,0,9
7,10,64,150
5,10,27,44
3,6,13,27
7,9,186,237
5,10,23,69
3,10,5,19
7,10,49,143
5,10,20,56
3,8,4,16
7,8,105,154
5,7,31,63
3,5,3,6
7,10,77,104
5,7,48,78
3,10,5,30
7,8,84,167
5,9,35,80
3,7,5,11
7,9,68,139
5,9,31,79
3,4,7,12
7,8,76,140
5,9,10,47
3,9,10,21
7,9,61,111
5,6,49,86
3,6,7,23
7,8,59,126
5,6,44,69
3,4,22,41
7,9,63,113
5,6,19,45
3,8,1,16
7,10,42,118
5,8,45,78
3,5,17,40
7,9,118,207
5,8,40,76
3,10,4,22
7,10,107,175
5,10,9,71
3,7,14,41
7,9,87,155
5,10,65,112
3,4,24,35
7,10,109,173
5,10,15,58
3,9,2,17
7,8,83,144
5,7,34,60
3,6,9,18
7,10,65,115
5,7,29,62
3,4,7,30
7,8,102,158
5,9,23,63
3,8,21,29
7,9,75,114
5,9,17,46
8,9,169,265
6,8,99,130
4,6,42,59
8,9,106,177
6,7,71,122
4,8,4,34
8,10,84,150
6,9,43,107
4,9,3,22
8,10,97,198
6,8,55,96
4,10,16,45
8,9,119,196
6,7,99,151
4,6,32,58
8,10,123,217
6,9,83,132
4,7,6,15
8,10,172,263
6,8,106,149
4,9,45,81
8,9,137,234
6,10,56,153
4,10,13,41
8,10,95,171
6,9,66,104
4,5,13,42
8,10,157,260
6,8,59,106
4,7,12,25
8,9,142,238
6,10,64,133
4,8,22,58
8,9,137,222
6,9,50,81
4,10,4,35
8,10,159,283
6,8,38,84
4,5,25,47
8,9,130,195
6,10,49,131
4,6,8,16
8,9,124,199
6,9,61,80
4,8,17,32
8,10,96,172
6,7,65,136
4,9,4,26
8,10,107,230
6,10,68,137
4,10,25,58
8,9,179,226
6,9,39,100
4,6,36,54
8,10,131,210
6,7,68,175
4,7,7,22
8,10,127,213
6,10,37,96
4,9,12,32
8,9,110,206
6,8,39,83
4,10,7,15
8,9,156,231
6,7,58,108
4,5,32,58
8,10,101,201
6,10,38,89
4,7,12,48
8,9,134,188
6,8,17,76
4,8,16,25
8,9,110,212
6,7,34,73
4,10,8,43
8,10,148,229
6,9,74,138
4,5,20,34
8,9,150,222
6,8,29,86
4,6,13,25
8,9,149,222
6,7,57,104
4,8,25,56
8,10,162,250
6,9,41,95
4,9,6,36
8,10,101,209
6,8,30,85
4,5,22,42
8,9,184,247
6,7,87,129
4,6,28,54
8,10,123,191
6,9,78,111
4,7,39,53
8,10,59,115
6,8,71,111
4,9,5,30
8,9,158,230
6,10,22,77
4,10,11,29
8,9,98,166
6,9,43,117
4,5,14,34
8,10,141,241
6,8,49,115
4,7,27,43
8,9,130,222
6,10,48,135
4,8,38,73
8,9,155,235
6,9,44,86
4,10,26,60
8,10,116,209
6,7,44,72
4,5,20,32
8,9,92,183
6,10,67,125
4,6,3,10
8,9,133,210
6,9,69,126
4,8,26,48
8,10,147,208
6,7,73,95
4,9,10,32
8,10,121,236
6,10,47,99
3,4,21,26
7,9,124,208
5,10,33,66
3,8,20,21
7,10,60,100
5,7,61,99
3,5,22,34
7,9,64,131
5,7,45,90
3,10,0,16
7,10,43,98
5,9,46,83
3,7,2,16
7,9,85,122
5,9,6,50
3,4,2,10
7,10,99,171
5,9,49,81
3,9,3,10
7,8,80,140
5,6,54,110
3,6,3,10
7,10,69,137
5,6,36,57
3,4,3,3
7,8,97,150
5,8,22,52
3,8,7,32
7,9,47,129
5,8,34,80
3,5,18,25
7,8,95,170
5,8,17,55
3,10,2,23
7,9,55,129
5,10,39,74
3,7,4,25
7,8,58,107
5,10,23,63
3,5,8,8
7,9,101,195
5,7,21,47
3,9,0,2
7,10,55,128
5,7,48,80
3,6,3,8
7,9,72,178
5,7,42,53
3,4,11,26
7,10,68,125
5,9,45,86
3,8,6,29
7,9,74,122
5,9,22,42
3,6,0,7
7,10,88,130
5,9,27,103
3,10,0,5
7,8,159,209
5,6,73,96
3,7,0,9
7,10,53,119
5,6,38,80
3,5,0,0
7,8,75,144
5,8,3,33
3,9,21,35
7,10,69,130
5,8,41,75
3,6,1,23
7,8,133,203
5,8,37,76
3,4,4,8
7,9,118,201
5,10,13,49
3,8,17,34
7,8,113,182
5,10,33,62
3,6,9,25
7,9,91,156
5,7,36,79
3,10,0,13
7,10,71,167
5,7,41,76
3,7,0,9
7,9,85,197
5,7,36,78
3,5,8,20
7,10,106,198
5,9,39,60
3,9,2,21
7,9,83,150
5,9,37,88
3,7,0,13
7,10,71,164
5,9,31,96
3,4,1,1
7,8,53,117
5,6,45,61
3,8,10,32
7,10,44,82
5,6,34,75
3,6,17,24
7,8,103,132
5,8,35,70
3,10,0,3
7,10,46,72
5,8,41,76
3,7,1,9
7,8,78,153
5,8,34,61
3,5,17,33
7,9,87,143
5,10,22,72
3,9,3,9
7,8,90,178
5,10,25,53
3,7,11,31
7,9,86,130
5,7,31,84
3,4,16,36
7,10,105,155
5,7,45,53
3,8,2,25
7,9,30,77
5,7,26,56
3,6,7,25
6,7,64,100
4,6,9,25
8,10,154,247
6,9,63,114
4,7,10,28
8,10,132,215
6,8,63,102
4,8,26,66
8,9,98,177
6,7,48,68
4,10,8,23
8,10,165,241
6,9,6,34
4,5,37,41
8,10,102,177
6,8,61,85
4,7,1,31
8,9,151,241
6,10,57,119
4,8,11,33
8,10,74,195
6,9,39,96
4,9,14,41
8,10,146,203
6,8,50,69
4,5,23,39
8,9,105,193
6,10,42,122
4,6,16,40
8,9,151,222
6,9,58,120
4,8,8,45
8,10,53,140
6,7,122,169
4,9,17,50
8,9,192,301
6,10,53,94
4,10,24,53
8,9,175,215
6,9,50,94
4,6,31,76
8,10,85,159
6,7,48,79
4,7,4,29
8,10,116,250
6,10,33,64
4,9,12,42
8,9,122,209
6,9,82,118
4,10,8,54
8,10,124,218
6,7,44,103
4,5,13,32
8,10,145,226
6,10,73,152
4,7,30,78
8,9,124,196
6,8,60,109
4,8,21,39
8,9,152,197
6,7,53,113
4,9,7,29
8,10,90,177
6,10,40,104
4,5,13,19
8,9,109,183
6,8,104,169
4,6,22,28
8,9,147,261
6,7,39,76
4,8,5,33
8,10,105,188
6,9,38,90
4,9,11,39
8,9,111,206
6,8,52,112
4,10,18,34
8,9,128,190
6,7,72,119
4,6,32,59
8,10,114,163
6,9,43,101
4,7,8,25
8,10,203,263
6,8,65,131
4,9,40,61
8,9,185,246
6,7,60,104
4,10,3,39
8,10,141,201
6,9,29,62
4,5,20,38
8,10,119,238
6,8,66,118
4,7,17,57
8,9,152,243
6,10,28,88
4,8,12,36
8,9,110,171
6,9,44,123
4,9,5,25
8,10,113,161
6,8,25,87
4,5,12,35
8,9,126,222
6,10,26,82
4,6,13,48
8,9,178,239
6,9,50,109
4,8,10,37
8,10,130,241
6,7,111,165
4,9,24,54
8,9,92,194
6,10,58,139
4,10,3,45
8,9,144,188
6,9,58,107
4,6,10,27
8,10,129,203
6,7,56,126
4,7,22,55
8,10,124,226
6,10,46,101
4,9,14,19
8,9,128,224
6,9,58,104
4,10,11,70
7,8,136,185
5,10,16,40
3,8,1,19
7,10,64,119
5,10,28,63
3,6,2,7
7,8,73,144
5,7,29,60
3,10,2,14
7,10,90,154
5,7,43,81
3,8,20,29
7,8,118,175
5,7,33,33
3,5,12,18
7,9,107,184
5,9,38,67
3,9,1,3
7,8,86,141
5,9,32,61
3,7,0,0
7,9,77,151
5,6,55,122
3,4,17,32
7,8,113,156
5,6,54,65
3,8,11,42
7,9,48,121
5,6,58,86
3,6,12,20
7,10,85,176
5,8,52,85
3,10,0,10
7,9,111,182
5,8,33,73
3,8,3,9
7,10,71,116
5,10,18,46
3,5,2,8
7,8,138,172
5,10,19,44
3,9,0,6
7,10,96,127
5,10,6,44
3,7,7,16
7,8,77,127
5,7,40,62
3,4,12,28
7,10,84,146
5,7,66,102
3,9,1,8
7,8,91,171
5,7,57,91
3,6,13,22
7,9,67,155
5,9,47,84
3,10,0,8
7,8,101,155
5,9,54,106
3,8,3,16
7,9,82,164
5,6,30,66
3,5,18,29
7,8,83,128
5,6,76,90
3,9,0,4
7,9,90,156
5,6,55,104
3,7,5,27
7,10,87,150
5,8,46,83
3,4,10,16
7,9,96,131
5,8,44,71
3,9,16,18
7,10,93,154
5,10,19,55
3,6,28,65
7,8,102,142
5,10,71,114
3,10,0,3
7,10,88,125
5,10,40,70
3,8,3,8
7,8,61,112
5,7,55,112
3,5,16,17
7,10,79,118
5,7,45,90
3,10,0,4
7,8,144,213
5,7,51,75
3,7,11,32
7,9,100,154
5,9,32,63
3,4,24,34
7,8,56,93
5,9,41,93
3,9,3,19
7,9,70,118
5,6,60,88
3,6,23,36
7,8,62,112
5,6,44,60
3,10,3,5
7,9,61,115
5,6,36,80
3,8,6,24
7,10,65,139
5,8,27,62
3,5,20,33
7,9,72,161
5,8,86,114
3,10,4,4
7,10,65,153
5,10,29,63
3,7,2,20
7,8,104,168
5,10,24,62
3,4,20,30
7,10,89,155
5,10,19,62
3,9,5,18
7,8,94,175
5,7,33,67
3,6,11,18
7,10,44,140
5,7,52,63
8,10,105,204
6,8,71,95
4,7,33,47
8,9,150,213
6,7,56,123
4,8,9,29
8,10,108,208
6,9,55,123
4,9,18,39
8,10,101,207
6,8,78,127
4,5,33,47
8,9,143,208
6,10,41,90
4,6,23,46
8,9,126,184
6,9,52,104
4,7,18,20
8,10,107,204
6,8,63,99
4,9,31,57
8,9,197,239
6,10,42,81
4,10,9,38
8,9,92,141
6,9,63,118
4,6,8,30
8,10,85,175
6,7,46,120
4,7,30,63
8,9,164,255
6,10,24,74
4,8,3,19
8,9,133,202
6,9,49,103
4,10,8,48
8,10,109,204
6,7,68,112
4,5,53,55
8,10,148,231
6,10,45,131
4,7,4,13
8,9,112,175
6,9,46,61
4,8,10,52
8,10,93,157
6,7,51,96
4,9,2,27
8,10,127,172
6,10,21,76
4,5,14,32
8,9,147,208
6,8,42,73
4,6,23,70
8,9,85,147
6,7,114,155
4,7,13,38
8,10,124,183
6,10,73,112
4,9,10,31
8,9,152,244
6,8,65,96
4,10,1,29
8,9,92,167
6,7,84,143
4,6,30,37
8,10,72,189
6,9,38,72
4,7,4,29
8,9,137,229
6,8,75,144
4,8,6,28
8,9,161,243
6,7,64,131
4,10,32,59
8,10,70,148
6,9,80,118
4,5,15,35
8,10,123,232
6,8,49,93
4,7,4,19
8,9,134,202
6,7,120,171
4,8,5,24
8,10,86,191
6,9,53,123
4,9,11,28
8,10,144,216
6,8,67,108
4,5,29,46
8,9,158,207
6,10,48,69
4,6,15,26
8,9,171,242
6,9,65,120
4,7,0,10
8,10,89,164
6,8,63,117
4,9,12,50
8,9,102,156
6,10,33,84
4,10,34,59
8,9,171,267
6,9,36,89
4,6,33,43
8,10,115,184
6,7,106,159
4,7,5,19
8,9,117,163
6,10,35,67
4,8,8,60
8,9,171,222
6,9,24,93
4,10,10,38
8,10,71,130
6,7,41,70
4,5,29,30
8,10,131,227
6,10,29,69
4,7,1,14
8,9,128,222
6,8,128,175
4,8,22,53
8,10,149,242
6,7,76,108
4,9,24,43
8,10,99,202
6,10,38,95
3,9,5,20
7,9,102,170
5,10,27,63
3,6,9,28
7,8,118,199
5,10,16,43
3,4,26,31
7,9,108,152
5,10,41,85
3,8,0,0
7,10,85,138
5,7,34,90
3,5,13,35
7,9,58,154
5,7,23,61
3,10,0,9
7,10,120,207
5,9,22,47
3,7,17,52
7,9,104,141
5,9,55,80
3,4,35,42
7,10,59,141
5,9,57,107
3,9,0,13
7,8,115,195
5,6,71,92
3,6,9,21
7,10,66,148
5,6,71,88
3,4,25,31
7,8,98,164
5,8,37,70
3,8,3,8
7,9,76,126
5,8,26,78
3,5,17,44
7,8,144,224
5,8,63,115
3,10,6,26
7,9,139,177
5,10,40,73
3,7,19,24
7,8,103,203
5,10,25,58
3,5,5,20
7,9,141,179
5,10,9,48
3,9,0,0
7,10,57,128
5,7,25,48
3,6,3,22
7,9,45,84
5,7,38,87
3,4,19,24
7,10,112,172
5,9,35,80
3,8,0,17
7,9,89,150
5,9,53,73
3,5,3,3
7,10,82,159
5,9,31,64
3,10,0,9
7,8,70,157
5,6,60,80
3,7,0,25
7,10,74,130
5,6,22,46
3,5,21,27
7,8,117,186
5,8,28,62
3,9,0,12
7,9,100,143
5,8,51,85
3,6,13,27
7,8,114,192
5,8,21,59
3,4,4,16
7,9,69,191
5,10,42,94
3,8,0,9
7,8,118,151
5,10,24,57
3,6,21,32
7,9,92,145
5,10,8,28
3,10,3,11
7,10,91,168
5,7,24,45
3,7,14,30
7,9,86,156
5,7,21,44
3,5,18,26
7,10,89,177
5,9,14,59
3,9,0,15
7,9,136,197
5,9,22,66
3,7,12,32
7,10,70,135
5,9,10,42
3,4,50,54
7,8,103,185
5,6,49,74
3,8,2,11
7,10,99,185
5,6,74,107
3,6,20,35
7,8,147,187
5,8,54,85
3,10,3,4
7,10,98,177
5,8,55,93
3,7,7,24
7,8,97,199
5,8,42,71
3,5,28,38
7,9,60,116
5,10,27,86
3,9,0,8
7,8,75,139
5,10,24,50
3,7,2,6
7,9,73,116
5,7,55,97
3,4,25,30
6,7,107,152
4,6,51,54
8,10,120,217
6,9,74,122
4,7,33,71
8,10,124,238
6,8,74,142
4,9,11,33
8,9,86,166
6,10,51,90
4,10,24,37
8,9,135,233
6,9,57,94
4,5,23,44
8,10,130,204
6,8,60,81
4,7,18,21
8,9,185,254
6,10,60,116
4,8,22,50
8,9,153,225
6,9,35,111
4,10,27,65
8,10,96,156
6,7,41,100
4,5,14,38
8,9,132,187
6,10,50,100
4,6,22,56
8,9,88,172
6,9,57,135
4,8,11,53
8,10,49,115
6,7,70,132
4,9,7,33
8,10,88,169
6,10,15,78
4,5,17,26
8,9,185,269
6,9,69,130
4,6,19,30
8,10,129,201
6,7,29,49
4,7,11,26
8,10,119,219
6,10,53,119
4,9,7,41
8,9,182,273
6,8,64,101
4,10,42,74
8,9,109,187
6,7,38,80
4,5,4,16
8,10,185,285
6,10,60,106
4,7,31,50
8,9,149,227
6,8,50,103
4,8,14,40
8,9,107,165
6,7,39,107
4,10,7,27
8,10,129,214
6,9,72,105
4,5,40,61
8,9,75,154
6,8,55,111
4,6,8,23
8,9,170,264
6,7,51,105
4,8,33,50
8,10,99,159
6,9,36,104
4,9,14,39
8,10,72,146
6,8,76,114
4,5,32,71
8,9,138,187
6,7,81,97
4,6,58,78
8,10,106,198
6,9,68,105
4,7,21,30
8,10,140,199
6,8,80,119
4,9,10,35
8,9,121,216
6,10,111,172
4,10,15,38
8,9,115,197
6,9,63,102
4,6,26,43
8,10,125,204
6,8,50,102
4,7,42,87
8,9,129,252
6,10,49,104
4,8,10,22
8,9,135,249
6,9,44,92
4,10,0,6
8,10,115,215
6,7,94,106
4,5,68,98
8,10,80,152
6,10,40,104
4,6,27,63
8,9,95,166
6,9,58,117
4,8,24,71
8,10,166,258
6,7,69,131
4,9,38,72
8,10,47,133
6,10,48,104
4,5,26,63
8,9,134,212
6,8,54,95
4,6,30,36
8,10,98,182
6,7,62,103
4,7,54,101
8,10,64,132
6,10,49,98
4,9,10,27
8,9,113,193
6,8,40,98
4,10,36,79
7,9,126,166
5,8,48,63
3,7,9,38
7,10,58,117
5,8,34,64
3,4,0,9
7,8,87,170
5,10,9,42
3,8,2,17
7,10,82,161
5,10,21,50
3,6,3,3
7,8,155,200
5,7,25,57
3,10,12,22
7,10,106,162
5,7,41,79
3,7,17,30
7,8,32,92
5,7,39,68
3,5,3,3
7,9,134,212
5,9,43,76
3,9,2,2
7,8,94,178
5,9,32,75
3,7,15,26
7,9,113,177
5,6,48,85
3,4,42,49
7,10,100,196
5,6,30,69
3,8,9,18
7,9,66,121
5,6,53,87
3,6,0,6
7,10,101,195
5,8,32,70
3,10,12,24
7,9,130,215
5,8,29,77
3,8,0,8
7,10,42,116
5,8,37,47
3,5,3,8
7,8,117,170
5,10,34,65
3,9,0,33
7,10,86,137
5,10,51,104
3,7,4,16
7,8,73,113
5,7,61,94
3,4,16,18
7,10,65,133
5,7,29,70
3,8,0,8
7,8,171,241
5,7,31,78
3,6,6,15
7,9,110,155
5,9,37,80
3,10,4,26
7,8,86,123
5,9,22,57
3,8,20,22
7,9,150,210
5,6,40,57
3,5,8,17
7,10,62,106
5,6,40,71
3,9,1,14
7,9,109,120
5,6,39,56
3,7,5,9
7,10,104,178
5,8,48,79
3,4,37,40
7,9,130,195
5,8,24,67
3,9,4,9
7,10,77,155
5,10,39,71
3,6,7,7
7,8,113,180
5,10,32,56
3,10,3,15
7,10,38,128
5,10,44,99
3,8,9,27
7,8,121,178
5,7,56,91
3,5,27,45
7,10,85,164
5,7,41,91
3,10,0,14
7,8,102,185
5,7,31,54
3,7,2,10
7,9,123,217
5,9,31,75
3,4,32,48
7,8,138,224
5,9,47,88
3,9,2,9
7,9,64,95
5,6,30,74
3,6,2,7
7,8,119,152
5,6,20,56
3,10,8,44
7,9,95,156
5,6,87,110
3,8,0,8
7,10,75,194
5,8,41,72
3,5,5,14
7,9,30,107
5,8,15,42
3,10,13,26
7,10,63,119
5,10,42,94
3,7,0,5
7,8,110,181
5,10,11,57
3,4,10,26
7,10,57,106
5,10,9,71
8,10,109,192
6,8,59,113
4,7,33,69
8,9,94,156
6,10,90,136
4,8,9,41
8,9,116,191
6,9,17,68
4,9,18,65
8,10,136,211
6,8,64,114
4,5,51,65
8,9,126,179
6,10,55,103
4,6,8,29
8,9,151,227
6,9,62,87
4,8,20,45
8,10,130,197
6,7,72,119
4,9,20,40
8,9,192,270
6,10,45,75
4,10,6,35
8,9,105,182
6,9,71,127
4,6,25,31
8,10,119,201
6,7,67,98
4,7,14,30
8,10,127,214
6,10,15,57
4,9,2,12
8,9,160,227
6,9,71,139
4,10,14,51
8,10,155,218
6,7,58,87
4,5,22,45
8,10,128,221
6,10,47,133
4,7,29,58
8,9,106,211
6,8,54,103
4,8,21,49
8,9,145,227
6,7,89,126
4,9,14,43
8,10,101,184
6,10,65,118
4,5,32,71
8,9,141,225
6,8,81,101
4,6,20,85
8,9,109,180
6,7,108,150
4,8,19,41
8,10,142,252
6,9,66,126
4,9,0,28
8,10,119,208
6,8,35,80
4,10,0,10
8,9,144,208
6,7,52,146
4,6,46,57
8,10,132,210
6,9,65,108
4,7,25,46
8,10,188,249
6,8,62,151
4,9,27,33
8,9,163,253
6,10,63,120
4,10,18,51
8,10,82,154
6,9,74,106
4,5,40,67
8,10,90,136
6,8,58,102
4,7,18,50
8,9,163,198
6,10,23,44
4,8,27,59
8,9,148,249
6,9,77,112
4,10,10,27
8,10,81,185
6,8,74,96
4,5,36,47
8,9,98,187
6,10,51,119
4,6,52,70
8,9,122,206
6,9,77,120
4,8,27,75
8,10,107,187
6,7,108,176
4,9,10,25
8,10,104,185
6,10,61,133
4,10,16,46
8,9,108,174
6,9,55,109
4,6,10,22
8,10,89,197
6,7,87,121
4,7,29,47
8,10,137,220
6,10,35,104
4,9,39,66
8,9,143,213
6,8,45,104
4,10,12,48
8,10,92,168
6,7,94,137
4,5,41,49
8,10,115,204
6,10,49,114
4,7,27,43
8,9,133,221
6,8,59,90
4,8,6,29
8,9,112,221
6,7,80,111
4,10,14,41
8,10,119,236
6,10,32,75
3,7,5,25
7,9,82,155
5,8,34,77
3,4,7,8
7,8,77,155
5,8,24,81
3,9,2,21
7,9,115,157
5,10,18,55
3,6,31,33
7,8,110,184
5,10,29,70
3,10,0,5
7,9,60,139
5,10,37,71
3,8,4,16
7,10,84,161
5,7,56,81
3,5,6,6
7,9,109,186
5,7,35,52
3,10,0,6
7,10,62,103
5,9,48,69
3,7,7,33
7,8,74,127
5,9,34,67
3,4,19,31
7,10,80,134
5,9,34,69
3,9,7,26
7,8,119,185
5,6,41,63
3,6,30,41
7,10,53,94
5,6,50,72
3,4,23,26
7,8,113,156
5,6,83,86
3,8,22,39
7,9,94,164
5,8,26,76
3,5,27,31
7,8,55,97
5,8,49,71
3,10,0,5
7,9,85,144
5,10,16,60
3,7,3,8
7,8,79,139
5,10,23,51
3,5,14,21
7,9,83,174
5,10,34,91
3,9,13,28
7,10,109,180
5,7,63,97
3,6,24,26
7,9,83,139
5,7,18,57
3,4,11,23
7,10,95,146
5,9,26,49
3,8,7,10
7,9,87,128
5,9,38,83
3,5,4,20
7,10,90,141
5,9,10,33
3,10,7,28
7,8,110,170
5,6,33,56
3,7,3,9
7,10,81,138
5,6,71,130
3,5,8,13
7,8,148,184
5,8,61,81
3,9,0,12
7,9,112,164
5,8,62,85
3,6,5,14
7,8,173,244
5,8,59,68
3,4,20,28
7,9,109,168
5,10,24,57
3,8,6,18
7,8,73,129
5,10,32,74
3,6,0,2
7,9,63,133
5,10,24,69
3,10,4,21
7,10,83,146
5,7,38,71
3,7,13,18
7,9,140,227
5,7,36,57
3,5,7,23
7,10,98,135
5,9,20,53
3,9,0,4
7,9,115,178
5,9,31,69
3,6,22,46
7,10,86,146
5,9,41,92
3,4,16,31
7,8,72,116
5,6,18,53
3,8,5,30
7,10,94,146
5,6,30,51
3,6,2,7
7,8,70,133
5,8,33,50
3,10,12,37
7,9,40,117
5,8,32,53
3,7,7,12
7,8,127,179
5,8,10,54
3,5,14,17
7,9,114,177
5,10,13,41
3,9,6,26
6,10,67,108
4,6,42,57
8,9,144,221
6,9,65,160
4,7,29,36
8,10,119,216
6,8,37,87
4,9,5,45
8,9,101,171
6,10,61,107
4,10,8,15
8,9,95,208
6,9,32,99
4,6,36,58
8,10,137,225
6,7,56,117
4,7,17,58
8,9,110,232
6,10,63,125
4,8,21,65
8,9,109,182
6,9,58,151
4,10,5,31
8,10,77,160
6,7,84,149
4,5,24,43
8,10,111,175
6,10,54,121
4,7,11,33
8,9,139,227
6,9,44,89
4,8,4,14
8,10,126,184
6,7,77,131
4,9,13,36
8,10,133,226
6,10,86,154
4,5,12,27
8,9,105,148
6,8,48,90
4,6,25,51
8,9,107,174
6,7,74,131
4,8,16,36
8,10,153,221
6,10,71,120
4,9,8,30
8,9,108,194
6,8,63,108
4,10,9,21
8,9,156,211
6,7,51,68
4,6,33,73
8,10,145,233
6,9,69,134
4,7,7,26
8,10,74,156
6,8,32,59
4,8,10,21
8,9,141,214
6,7,88,135
4,10,6,34
8,10,108,186
6,9,62,122
4,5,37,76
8,10,111,194
6,8,83,118
4,7,6,23
8,9,102,171
6,10,34,88
4,8,22,40
8,10,69,126
6,9,39,87
4,9,13,30
8,10,199,281
6,8,99,163
4,5,11,49
8,9,189,266
6,10,60,115
4,6,27,48
8,9,154,205
6,9,35,79
4,8,10,45
8,10,104,158
6,8,49,95
4,9,21,42
8,9,128,208
6,10,56,122
4,10,13,55
8,9,135,187
6,9,71,136
4,6,11,27
8,10,118,224
6,7,77,122
4,7,42,62
8,10,95,157
6,10,38,102
4,8,26,43
8,9,124,220
6,9,48,124
4,10,7,23
8,10,135,201
6,7,68,111
4,5,44,57
8,10,169,248
6,10,45,105
4,7,15,27
8,9,113,215
6,8,101,139
4,8,28,56
8,10,179,249
6,7,109,170
4,9,32,84
8,10,110,192
6,10,41,96
4,5,14,43
8,9,146,242
6,8,54,89
4,6,17,42
8,9,92,146
6,7,95,125
4,8,25,44
8,10,123,251
6,10,57,102
4,9,6,31
8,9,117,227
6,8,77,145
4,10,31,70
7,9,96,154
5,6,41,78
3,5,9,14
7,10,90,155
5,8,35,69
3,9,5,22
7,9,58,128
5,8,23,53
3,6,10,45
7,10,74,122
5,8,47,76
3,4,9,19
7,8,61,152
5,10,28,65
3,8,2,14
7,10,97,176
5,10,32,83
3,6,28,41
7,8,73,109
5,7,77,124
3,10,0,14
7,10,63,143
5,7,53,82
3,7,3,11
7,8,86,141
5,7,37,67
3,5,22,33
7,9,84,167
5,9,41,92
3,9,7,39
